,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,time_taken
4732,V9WVYEE9,Moses Frase,GTX Plus Pro,Codehow,Lost,2017-07-12,2017-07-20,0.0,8 days 00:00:00
4733,3N6BHLN6,Niesha Huffines,GTX Plus Basic,Streethex,Won,2017-07-12,2017-08-20,960.0,39 days 00:00:00
4734,SQWCQRGY,Reed Clapper,GTXPro,Silis,Lost,2017-07-12,2017-07-14,0.0,2 days 00:00:00
4735,32K5LEDV,Reed Clapper,GTX Plus Pro,Silis,Won,2017-07-12,2017-07-18,5538.0,6 days 00:00:00
4736,R0XNAFUB,Zane Levy,GTX Basic,,Engaging,2017-07-12,,,0
4737,XW1ONOVO,Boris Faz,MG Advanced,Kan-code,Won,2017-07-13,2017-07-23,3420.0,10 days 00:00:00
4738,100W6J9A,Darcel Schlecht,GTXPro,Treequote,Lost,2017-07-13,2017-07-19,0.0,6 days 00:00:00
4739,YYRYSVOO,Darcel Schlecht,GTXPro,Bioholding,Won,2017-07-13,2017-07-16,5382.0,3 days 00:00:00
4740,P7AX4B3N,Elease Gluck,MG Special,Sonron,Lost,2017-07-13,2017-07-24,0.0,11 days 00:00:00
4741,GC1TSADL,Elease Gluck,GTXPro,Faxquote,Won,2017-07-13,2017-07-18,5703.0,5 days 00:00:00
4742,QF1I965E,Garret Kinder,MG Advanced,Mathtouch,Won,2017-07-13,2017-09-30,3340.0,79 days 00:00:00
4743,P93UCMW8,Hayden Neloms,MG Advanced,Hottechi,Lost,2017-07-13,2017-07-15,0.0,2 days 00:00:00
4744,YKBRF0NG,Kary Hendrixson,GTX Plus Basic,Nam-zim,Won,2017-07-13,2017-08-09,1014.0,27 days 00:00:00
4745,OP2DIRC2,Lajuana Vencill,GTX Basic,Inity,Won,2017-07-13,2017-07-19,536.0,6 days 00:00:00
4746,VIHXI2JA,Markita Hansen,GTX Plus Basic,Konex,Lost,2017-07-13,2017-07-14,0.0,1 days 00:00:00
4747,IC4J0BIZ,Niesha Huffines,GTX Basic,Codehow,Won,2017-07-13,2017-07-24,550.0,11 days 00:00:00
4748,BNMJAOF4,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-07-13,2017-09-28,469.0,77 days 00:00:00
4749,VSWHUBD0,Niesha Huffines,GTX Basic,Ron-tech,Won,2017-07-13,2017-07-14,585.0,1 days 00:00:00
4750,7ZWN0JO9,Niesha Huffines,GTX Plus Basic,Scottech,Won,2017-07-13,2017-08-29,943.0,47 days 00:00:00
4751,KLPVD6LR,Reed Clapper,GTX Basic,Bioplex,Lost,2017-07-13,2017-07-21,0.0,8 days 00:00:00
4752,U3M8XTMY,Reed Clapper,GTX Plus Basic,Plussunin,Won,2017-07-13,2017-08-01,1319.0,19 days 00:00:00
4753,P89VI9EN,Reed Clapper,GTXPro,Bubba Gump,Won,2017-07-13,2017-07-22,5873.0,9 days 00:00:00
4754,4LOHS2AJ,Rosie Papadopoulos,MG Special,,Engaging,2017-07-13,,,0
4755,SPUXDRGN,Vicki Laflamme,MG Advanced,Kan-code,Lost,2017-07-13,2017-08-28,0.0,46 days 00:00:00
4756,PDIYRBQJ,Zane Levy,GTX Plus Basic,Lexiqvolax,Lost,2017-07-13,2017-07-15,0.0,2 days 00:00:00
4757,185PGG0J,Anna Snelling,MG Special,Treequote,Won,2017-07-14,2017-07-17,44.0,3 days 00:00:00
4758,QQ5LW9HV,Boris Faz,MG Advanced,Plussunin,Lost,2017-07-14,2017-07-26,0.0,12 days 00:00:00
4759,8EF4D82U,Boris Faz,GTXPro,Mathtouch,Won,2017-07-14,2017-09-14,3834.0,62 days 00:00:00
4760,GFMLCHB0,Cassey Cress,GTX Plus Basic,Zathunicon,Lost,2017-07-14,2017-07-21,0.0,7 days 00:00:00
4761,TFS537LA,Cassey Cress,GTX Plus Pro,Iselectrics,Lost,2017-07-14,2017-07-15,0.0,1 days 00:00:00
4762,2X86737Q,Cecily Lampkin,GTX Plus Pro,Inity,Won,2017-07-14,2017-07-16,5537.0,2 days 00:00:00
4763,HSZOPWWT,Corliss Cosme,GTX Basic,Donware,Won,2017-07-14,2017-09-15,530.0,63 days 00:00:00
4764,1KVGSF08,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-07-14,2017-09-23,4989.0,71 days 00:00:00
4765,UDFMSH1S,Darcel Schlecht,GTX Plus Pro,Streethex,Lost,2017-07-14,2017-07-25,0.0,11 days 00:00:00
4766,516C0X9F,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-07-14,2017-07-26,1144.0,12 days 00:00:00
4767,DPAEMTHC,Donn Cantrell,GTX Basic,Konex,Lost,2017-07-14,2017-07-15,0.0,1 days 00:00:00
4768,A6T69X6T,Elease Gluck,MG Advanced,Xx-holding,Lost,2017-07-14,2017-09-08,0.0,56 days 00:00:00
4769,DDD515FB,Hayden Neloms,MG Advanced,Xx-holding,Won,2017-07-14,2017-07-15,3362.0,1 days 00:00:00
4770,6GKGGY0U,James Ascencio,GTXPro,Green-Plus,Lost,2017-07-14,2017-07-25,0.0,11 days 00:00:00
4771,8M6TB2ZX,James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-07-14,2017-07-21,5013.0,7 days 00:00:00
4772,8JH8YA79,Kami Bicknell,GTX Basic,,Engaging,2017-07-14,,,0
4773,BABQISCH,Kami Bicknell,GTX Basic,Hatfan,Lost,2017-07-14,2017-07-15,0.0,1 days 00:00:00
4774,T46KPPNB,Kary Hendrixson,GTX Plus Basic,Blackzim,Lost,2017-07-14,2017-07-16,0.0,2 days 00:00:00
4775,9CE6F4NZ,Kary Hendrixson,GTX Basic,Plusstrip,Won,2017-07-14,2017-08-27,431.0,44 days 00:00:00
4776,Z9KNL9A1,Kary Hendrixson,GTXPro,Groovestreet,Won,2017-07-14,2017-07-24,5161.0,10 days 00:00:00
4777,7JBR36G8,Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-14,2017-07-16,579.0,2 days 00:00:00
4778,EYTBRK2B,Lajuana Vencill,MG Advanced,Warephase,Won,2017-07-14,2017-07-24,3411.0,10 days 00:00:00
4779,KFXZNC4N,Markita Hansen,MG Special,Xx-holding,Lost,2017-07-14,2017-09-11,0.0,59 days 00:00:00
4780,SJ62BMK5,Markita Hansen,MG Advanced,Plusstrip,Won,2017-07-14,2017-07-15,3973.0,1 days 00:00:00
4781,YDJV1DFE,Niesha Huffines,MG Advanced,Ron-tech,Lost,2017-07-14,2017-11-09,0.0,118 days 00:00:00
4782,GHDAXC7T,Reed Clapper,GTX Plus Basic,Zathunicon,Won,2017-07-14,2017-07-15,1029.0,1 days 00:00:00
4783,FQQ2JJZ1,Rosie Papadopoulos,MG Special,Gekko & Co,Won,2017-07-14,2017-07-23,59.0,9 days 00:00:00
4784,NCJJBWU3,Versie Hillebrand,MG Special,Globex Corporation,Lost,2017-07-14,2017-07-22,0.0,8 days 00:00:00
4785,8BYEALF9,Vicki Laflamme,MG Special,,Engaging,2017-07-14,,,0
4786,8SGMUWET,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-07-14,2017-09-29,534.0,77 days 00:00:00
4787,3KVS08NL,Violet Mclelland,MG Special,Iselectrics,Won,2017-07-14,2017-07-15,48.0,1 days 00:00:00
4788,CLIIR1T0,Zane Levy,MG Special,Finjob,Won,2017-07-14,2017-07-25,57.0,11 days 00:00:00
4789,PHXX81YF,Daniell Hammack,GTX Plus Pro,Donware,Lost,2017-07-15,2017-07-17,0.0,2 days 00:00:00
4790,6K7LDRKR,Darcel Schlecht,GTX Plus Pro,Stanredtax,Won,2017-07-15,2017-11-11,4009.0,119 days 00:00:00
4791,J6UOUH6Y,Darcel Schlecht,MG Advanced,dambase,Won,2017-07-15,2017-09-03,3255.0,50 days 00:00:00
4792,2EYTB3PX,Donn Cantrell,MG Advanced,Condax,Won,2017-07-15,2017-07-25,3724.0,10 days 00:00:00
4793,1U945R0D,Elease Gluck,MG Advanced,Dalttechnology,Lost,2017-07-15,2017-07-16,0.0,1 days 00:00:00
4794,FX4D649Y,Hayden Neloms,GTX Plus Basic,Fasehatice,Lost,2017-07-15,2017-07-24,0.0,9 days 00:00:00
4795,4QBSY3CB,James Ascencio,GTX Plus Basic,Golddex,Lost,2017-07-15,2017-08-26,0.0,42 days 00:00:00
4796,ZWVRS27V,Jonathan Berthelot,MG Special,Rundofase,Lost,2017-07-15,2017-11-04,0.0,112 days 00:00:00
4797,8BBXNESQ,Kary Hendrixson,GTX Plus Pro,Labdrill,Lost,2017-07-15,2017-07-22,0.0,7 days 00:00:00
4798,3JJ7YI88,Lajuana Vencill,MG Special,Gogozoom,Lost,2017-07-15,2017-07-16,0.0,1 days 00:00:00
4799,AKMDEG3I,Markita Hansen,MG Advanced,Faxquote,Lost,2017-07-15,2017-07-17,0.0,2 days 00:00:00
4800,568NS3GO,Markita Hansen,MG Advanced,Cheers,Won,2017-07-15,2017-08-27,2791.0,43 days 00:00:00
4801,YVDQ80A0,Maureen Marcano,GTX Plus Basic,,Engaging,2017-07-15,,,0
4802,TQLO6QP6,Niesha Huffines,MG Advanced,Cancity,Won,2017-07-15,2017-09-02,3501.0,49 days 00:00:00
4803,DLVEVD9O,Reed Clapper,GTX Plus Pro,Yearin,Lost,2017-07-15,2017-07-27,0.0,12 days 00:00:00
4804,C75RV9DY,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-07-15,2017-07-16,555.0,1 days 00:00:00
4805,CI9S6CST,Rosalina Dieter,MG Special,,Engaging,2017-07-15,,,0
4806,EUQCW0ZA,Rosalina Dieter,GTX Basic,Lexiqvolax,Won,2017-07-15,2017-07-23,650.0,8 days 00:00:00
4807,CEOMZE9H,Vicki Laflamme,GTX Basic,Nam-zim,Lost,2017-07-15,2017-07-26,0.0,11 days 00:00:00
4808,TT5QRQTF,Vicki Laflamme,MG Special,Konex,Won,2017-07-15,2017-07-21,61.0,6 days 00:00:00
4809,5NXD4U83,Vicki Laflamme,MG Special,Newex,Won,2017-07-15,2017-07-17,54.0,2 days 00:00:00
4810,1IL51ZIW,Violet Mclelland,MG Special,Condax,Lost,2017-07-15,2017-07-22,0.0,7 days 00:00:00
4811,CM33NN0P,Wilburn Farren,MG Advanced,Silis,Lost,2017-07-15,2017-07-23,0.0,8 days 00:00:00
4812,P3QQIMTA,Anna Snelling,GTX Basic,Rundofase,Lost,2017-07-16,2017-07-24,0.0,8 days 00:00:00
4813,WB1CQNJU,Anna Snelling,MG Advanced,Funholding,Lost,2017-07-16,2017-07-17,0.0,1 days 00:00:00
4814,OQYDQCTM,Anna Snelling,MG Special,Rangreen,Won,2017-07-16,2017-07-25,59.0,9 days 00:00:00
4815,ISQJD695,Boris Faz,GTX Basic,Sunnamplex,Engaging,2017-07-16,,,0
4816,M1VNX1D7,Cassey Cress,GTXPro,Acme Corporation,Won,2017-07-16,2017-07-28,5318.0,12 days 00:00:00
4817,TWO2Q99P,Cecily Lampkin,GTX Plus Pro,Conecom,Won,2017-07-16,2017-09-30,5753.0,76 days 00:00:00
4818,72UVDOKU,Cecily Lampkin,MG Special,Konmatfix,Won,2017-07-16,2017-07-24,62.0,8 days 00:00:00
4819,DMSQ0TSG,Cecily Lampkin,MG Advanced,Isdom,Won,2017-07-16,2017-08-12,3146.0,27 days 00:00:00
4820,FEWIDJGH,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-07-16,2017-07-18,538.0,2 days 00:00:00
4821,AUZM3MLU,Darcel Schlecht,GTX Plus Basic,Betatech,Won,2017-07-16,2017-09-18,1071.0,64 days 00:00:00
4822,GS2CLR52,Darcel Schlecht,GTXPro,Betatech,Won,2017-07-16,2017-07-17,4488.0,1 days 00:00:00
4823,HYP3SXPV,Darcel Schlecht,MG Advanced,Isdom,Won,2017-07-16,2017-08-02,2837.0,17 days 00:00:00
4824,9G93P7SV,Donn Cantrell,MG Advanced,Kan-code,Won,2017-07-16,2017-09-30,3593.0,76 days 00:00:00
4825,7XSAHM67,Elease Gluck,GTX Basic,Hottechi,Won,2017-07-16,2017-09-28,583.0,74 days 00:00:00
4826,M2A8EY5Q,Hayden Neloms,GTX Plus Pro,,Engaging,2017-07-16,,,0
4827,N7MDRJ01,Jonathan Berthelot,GTX Basic,Isdom,Lost,2017-07-16,2017-07-25,0.0,9 days 00:00:00
4828,4ID56TXX,Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-07-16,2017-07-28,0.0,12 days 00:00:00
4829,ZOX0FW5W,Kami Bicknell,GTXPro,Scotfind,Lost,2017-07-16,2017-07-23,0.0,7 days 00:00:00
4830,4SFRUL8J,Kami Bicknell,MG Advanced,Labdrill,Lost,2017-07-16,2017-07-22,0.0,6 days 00:00:00
4831,UB2UAI38,Kami Bicknell,GTX Plus Basic,Singletechno,Won,2017-07-16,2017-07-21,1109.0,5 days 00:00:00
4832,B00OD1IF,Kami Bicknell,GTX Plus Basic,Zoomit,Won,2017-07-16,2017-07-23,1106.0,7 days 00:00:00
4833,OGO6SNTQ,Kary Hendrixson,GTX Plus Pro,Plusstrip,Lost,2017-07-16,2017-07-24,0.0,8 days 00:00:00
4834,I6ZC5V1K,Kary Hendrixson,GTX Plus Pro,Labdrill,Won,2017-07-16,2017-07-26,5008.0,10 days 00:00:00
4835,1N3G9WG2,Kary Hendrixson,GTXPro,Y-corporation,Won,2017-07-16,2017-07-19,5621.0,3 days 00:00:00
4836,JHNXPUNX,Lajuana Vencill,GTX Basic,Rangreen,Won,2017-07-16,2017-07-17,550.0,1 days 00:00:00
4837,NPHD3ZTC,Moses Frase,GTX Basic,Rangreen,Won,2017-07-16,2017-09-03,574.0,49 days 00:00:00
4838,06KTPHYC,Rosalina Dieter,MG Advanced,Hottechi,Lost,2017-07-16,2017-07-24,0.0,8 days 00:00:00
4839,YCA44Q4U,Wilburn Farren,MG Special,Kinnamplus,Won,2017-07-16,2017-07-25,52.0,9 days 00:00:00
4840,FR4GTSEQ,Zane Levy,GTX Basic,Xx-holding,Won,2017-07-16,2017-09-15,477.0,61 days 00:00:00
4841,S46ZLF3G,Anna Snelling,GTX Basic,Betatech,Lost,2017-07-17,2017-07-26,0.0,9 days 00:00:00
4842,WHZEK68G,Anna Snelling,MG Special,Streethex,Lost,2017-07-17,2017-07-22,0.0,5 days 00:00:00
4843,3CB3WNBM,Boris Faz,GTX Basic,Kinnamplus,Engaging,2017-07-17,,,0
4844,EJDRMHNC,Boris Faz,MG Special,,Engaging,2017-07-17,,,0
4845,O8C2G4G2,Cassey Cress,MG Advanced,,Engaging,2017-07-17,,,0
4846,DAJBIHBZ,Cassey Cress,MG Advanced,Silis,Lost,2017-07-17,2017-07-28,0.0,11 days 00:00:00
4847,P6BJ24ZP,Cassey Cress,GTX Plus Basic,Plussunin,Won,2017-07-17,2017-07-20,1202.0,3 days 00:00:00
4848,XORHQFNJ,Cecily Lampkin,MG Advanced,Funholding,Lost,2017-07-17,2017-08-05,0.0,19 days 00:00:00
4849,ZFRPQV2M,Cecily Lampkin,MG Special,Funholding,Won,2017-07-17,2017-11-03,51.0,109 days 00:00:00
4850,RVRBCZAI,Daniell Hammack,GTX Plus Basic,Kan-code,Lost,2017-07-17,2017-07-18,0.0,1 days 00:00:00
4851,2897DN4S,Darcel Schlecht,GTX Plus Basic,Finhigh,Lost,2017-07-17,2017-07-18,0.0,1 days 00:00:00
4852,1DIL2X16,Darcel Schlecht,GTXPro,Rundofase,Lost,2017-07-17,2017-07-28,0.0,11 days 00:00:00
4853,BMQEY089,Darcel Schlecht,GTX Plus Basic,Scottech,Won,2017-07-17,2017-09-16,1203.0,61 days 00:00:00
4854,CYOJ4G39,Darcel Schlecht,GTXPro,Isdom,Won,2017-07-17,2017-07-19,5673.0,2 days 00:00:00
4855,5IOG6X00,Donn Cantrell,GTX Plus Pro,Gekko & Co,Won,2017-07-17,2017-09-08,6205.0,53 days 00:00:00
4856,HBN3R2TJ,Elease Gluck,MG Advanced,,Engaging,2017-07-17,,,0
4857,QG6BCBXM,Elease Gluck,GTX Plus Pro,Sonron,Lost,2017-07-17,2017-08-03,0.0,17 days 00:00:00
4858,CAXTE48L,Hayden Neloms,MG Advanced,Cheers,Won,2017-07-17,2017-07-24,3363.0,7 days 00:00:00
4859,OO3BM7A9,Hayden Neloms,MG Advanced,Konex,Won,2017-07-17,2017-11-03,3700.0,109 days 00:00:00
4860,NYPU55W4,James Ascencio,GTXPro,Kan-code,Lost,2017-07-17,2017-11-01,0.0,107 days 00:00:00
4861,VE334W2U,Jonathan Berthelot,GTX Basic,Codehow,Won,2017-07-17,2017-09-23,546.0,68 days 00:00:00
4862,AX7WS66G,Jonathan Berthelot,GTX Basic,Toughzap,Won,2017-07-17,2017-07-24,617.0,7 days 00:00:00
4863,OB8UCQ17,Jonathan Berthelot,GTX Basic,Warephase,Won,2017-07-17,2017-07-26,490.0,9 days 00:00:00
4864,BV4JZ4G8,Kami Bicknell,GTX Basic,Konex,Lost,2017-07-17,2017-07-19,0.0,2 days 00:00:00
4865,8CV5MZWW,Kami Bicknell,GTX Basic,Nam-zim,Lost,2017-07-17,2017-07-21,0.0,4 days 00:00:00
4866,3L965RUK,Kary Hendrixson,MG Advanced,Kan-code,Won,2017-07-17,2017-07-26,3665.0,9 days 00:00:00
4867,RZ8HI1Y5,Lajuana Vencill,GTX Plus Basic,Warephase,Lost,2017-07-17,2017-07-24,0.0,7 days 00:00:00
4868,IYKSBD0U,Markita Hansen,MG Advanced,Hatfan,Lost,2017-07-17,2017-07-18,0.0,1 days 00:00:00
4869,YVGDC8L2,Marty Freudenburg,MG Special,Rangreen,Won,2017-07-17,2017-07-26,53.0,9 days 00:00:00
4870,JZU0JH07,Maureen Marcano,GTX Plus Basic,Finjob,Lost,2017-07-17,2017-09-28,0.0,73 days 00:00:00
4871,ZEWNPF3K,Maureen Marcano,GTX Plus Basic,Singletechno,Won,2017-07-17,2017-11-13,1075.0,119 days 00:00:00
4872,6T64JWH9,Maureen Marcano,GTXPro,Sonron,Won,2017-07-17,2017-07-25,4683.0,8 days 00:00:00
4873,E7RTG575,Niesha Huffines,GTX Plus Basic,Statholdings,Won,2017-07-17,2017-07-27,1114.0,10 days 00:00:00
4874,I9U5PCM3,Reed Clapper,GTXPro,Betasoloin,Won,2017-07-17,2017-11-17,5452.0,123 days 00:00:00
4875,H1Y2W48V,Rosalina Dieter,GTXPro,Groovestreet,Won,2017-07-17,2017-09-07,5561.0,52 days 00:00:00
4876,YFNRXR7X,Rosie Papadopoulos,MG Special,Plussunin,Won,2017-07-17,2017-07-25,57.0,8 days 00:00:00
4877,9MZPL59I,Versie Hillebrand,MG Special,Streethex,Lost,2017-07-17,2017-08-03,0.0,17 days 00:00:00
4878,7A3R2M9T,Vicki Laflamme,GTX Plus Pro,Sonron,Engaging,2017-07-17,,,0
4879,1RL933VJ,Vicki Laflamme,GTXPro,Kan-code,Lost,2017-07-17,2017-09-22,0.0,67 days 00:00:00
4880,GAE0E4RI,Vicki Laflamme,MG Advanced,Cheers,Lost,2017-07-17,2017-07-29,0.0,12 days 00:00:00
4881,VBN56JMP,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-07-17,2017-07-18,496.0,1 days 00:00:00
4882,7ITUU2YO,Vicki Laflamme,GTXPro,Lexiqvolax,Won,2017-07-17,2017-09-17,5054.0,62 days 00:00:00
4883,NDLX894H,Violet Mclelland,MG Special,Bluth Company,Lost,2017-07-17,2017-07-18,0.0,1 days 00:00:00
4884,6ALH2N0I,Violet Mclelland,MG Special,Gekko & Co,Won,2017-07-17,2017-08-20,55.0,34 days 00:00:00
4885,G8XGVIG2,Zane Levy,GTX Plus Basic,Lexiqvolax,Lost,2017-07-17,2017-07-26,0.0,9 days 00:00:00
4886,HCR2GJ3O,Zane Levy,GTXPro,Xx-holding,Lost,2017-07-17,2017-07-27,0.0,10 days 00:00:00
4887,QABD6SAS,Zane Levy,GTX Plus Basic,Singletechno,Won,2017-07-17,2017-09-21,1064.0,66 days 00:00:00
4888,GUJCRHYU,Zane Levy,GTXPro,Goodsilron,Won,2017-07-17,2017-07-28,5268.0,11 days 00:00:00
4889,SHKTBB71,Anna Snelling,MG Special,Condax,Won,2017-07-18,2017-07-27,54.0,9 days 00:00:00
4890,G0L0B1QC,Cassey Cress,MG Advanced,Opentech,Won,2017-07-18,2017-07-28,3407.0,10 days 00:00:00
4891,O28I4VDY,Corliss Cosme,GTX Plus Basic,,Engaging,2017-07-18,,,0
4892,3YC624RD,Daniell Hammack,GTX Basic,Bubba Gump,Lost,2017-07-18,2017-08-05,0.0,18 days 00:00:00
4893,715TBGPE,Darcel Schlecht,GTXPro,Rundofase,Lost,2017-07-18,2017-08-30,0.0,43 days 00:00:00
4894,1Q3JQFAU,Darcel Schlecht,MG Special,dambase,Lost,2017-07-18,2017-07-26,0.0,8 days 00:00:00
4895,O3K5RKMI,Darcel Schlecht,GTX Plus Basic,Treequote,Won,2017-07-18,2017-07-19,752.0,1 days 00:00:00
4896,75P6HFA0,Darcel Schlecht,MG Advanced,Statholdings,Won,2017-07-18,2017-09-03,3727.0,47 days 00:00:00
4897,NE0XCH5E,Elease Gluck,MG Special,Condax,Lost,2017-07-18,2017-07-31,0.0,13 days 00:00:00
4898,W01768VM,Elease Gluck,GTX Basic,Zoomit,Won,2017-07-18,2017-07-28,532.0,10 days 00:00:00
4899,38CPLDAR,Garret Kinder,GTX Plus Pro,Xx-zobam,Lost,2017-07-18,2017-07-30,0.0,12 days 00:00:00
4900,TZRNKT72,Gladys Colclough,GTX Plus Pro,Hottechi,Lost,2017-07-18,2017-07-23,0.0,5 days 00:00:00
4901,4LXAW8CH,Gladys Colclough,GTX Plus Pro,Inity,Lost,2017-07-18,2017-08-07,0.0,20 days 00:00:00
4902,GOGIZWW6,Gladys Colclough,MG Advanced,Condax,Won,2017-07-18,2017-09-27,3139.0,71 days 00:00:00
4903,DOPOI0R5,Hayden Neloms,MG Advanced,Finjob,Won,2017-07-18,2017-07-28,3403.0,10 days 00:00:00
4904,XRWMLGOG,James Ascencio,MG Advanced,,Engaging,2017-07-18,,,0
4905,69V1WQLK,James Ascencio,GTX Plus Pro,Plusstrip,Won,2017-07-18,2017-07-27,5440.0,9 days 00:00:00
4906,FEDXQCKJ,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Won,2017-07-18,2017-07-26,5698.0,8 days 00:00:00
4907,MIXJ9F4F,Maureen Marcano,GTX Plus Basic,,Engaging,2017-07-18,,,0
4908,RSP75BOI,Moses Frase,GTX Plus Pro,Streethex,Lost,2017-07-18,2017-07-19,0.0,1 days 00:00:00
4909,CKDPWHTZ,Moses Frase,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-18,2017-07-28,563.0,10 days 00:00:00
4910,ECBFFQL0,Niesha Huffines,GTX Basic,Stanredtax,Lost,2017-07-18,2017-07-28,0.0,10 days 00:00:00
4911,Z8HW4Z9W,Rosie Papadopoulos,GTX Basic,Kan-code,Lost,2017-07-18,2017-07-26,0.0,8 days 00:00:00
4912,0KVZKA5T,Vicki Laflamme,MG Special,Konex,Lost,2017-07-18,2017-07-25,0.0,7 days 00:00:00
4913,944H7LRC,Vicki Laflamme,GTX Plus Pro,Sonron,Won,2017-07-18,2017-07-27,4673.0,9 days 00:00:00
4914,F0OWRRLN,Vicki Laflamme,MG Advanced,Konex,Won,2017-07-18,2017-07-28,3405.0,10 days 00:00:00
4915,39EYEBMK,Violet Mclelland,GTX Basic,,Engaging,2017-07-18,,,0
4916,P4RLJHR3,Violet Mclelland,GTX Basic,Umbrella Corporation,Won,2017-07-18,2017-11-15,566.0,120 days 00:00:00
4917,M10S36W3,Wilburn Farren,GTX Plus Pro,Konex,Won,2017-07-18,2017-11-06,5559.0,111 days 00:00:00
4918,HT8UEA0H,Zane Levy,GTXPro,Scotfind,Lost,2017-07-18,2017-07-25,0.0,7 days 00:00:00
4919,GR6C7GQ9,Zane Levy,GTXPro,Goodsilron,Won,2017-07-18,2017-09-16,4797.0,60 days 00:00:00
4920,LAYVBSH4,Anna Snelling,GTX Basic,,Engaging,2017-07-19,,,0
4921,055Z2OAS,Anna Snelling,MG Special,Dontechi,Engaging,2017-07-19,,,0
4922,Q9VC6GV0,Anna Snelling,MG Special,Konmatfix,Engaging,2017-07-19,,,0
4923,G11DEJSL,Anna Snelling,MG Special,Dontechi,Lost,2017-07-19,2017-07-30,0.0,11 days 00:00:00
4924,BP45IP77,Anna Snelling,MG Special,Betatech,Won,2017-07-19,2017-07-25,53.0,6 days 00:00:00
4925,3XJI7AD8,Cassey Cress,MG Advanced,Zotware,Lost,2017-07-19,2017-09-27,0.0,70 days 00:00:00
4926,8D8JOXP6,Cecily Lampkin,MG Special,,Engaging,2017-07-19,,,0
4927,IPHP2GVT,Cecily Lampkin,MG Special,,Engaging,2017-07-19,,,0
4928,XP7YG96H,Corliss Cosme,GTX Plus Basic,Donquadtech,Won,2017-07-19,2017-07-30,955.0,11 days 00:00:00
4929,GP4JNSJY,Daniell Hammack,GTX Plus Pro,Yearin,Lost,2017-07-19,2017-07-30,0.0,11 days 00:00:00
4930,X8M3SCVF,Darcel Schlecht,GTX Basic,,Engaging,2017-07-19,,,0
4931,I3KQNE9V,Darcel Schlecht,GTX Plus Pro,Isdom,Engaging,2017-07-19,,,0
4932,NU4ACGMY,Darcel Schlecht,GTXPro,,Engaging,2017-07-19,,,0
4933,EBVL81O5,Darcel Schlecht,GTXPro,Betatech,Lost,2017-07-19,2017-07-22,0.0,3 days 00:00:00
4934,NDHQMBA0,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Won,2017-07-19,2017-08-03,1060.0,15 days 00:00:00
4935,XV03TJV1,Darcel Schlecht,GTXPro,Gogozoom,Won,2017-07-19,2017-07-26,5401.0,7 days 00:00:00
4936,CCLIVXMG,Elease Gluck,GTXPro,,Engaging,2017-07-19,,,0
4937,FQ5A489H,Garret Kinder,GTX Plus Pro,Kan-code,Won,2017-07-19,2017-07-26,4895.0,7 days 00:00:00
4938,3PZ6Y6AJ,Gladys Colclough,GTX Plus Pro,Treequote,Won,2017-07-19,2017-07-21,4907.0,2 days 00:00:00
4939,LDK61ORQ,Hayden Neloms,MG Special,Xx-zobam,Engaging,2017-07-19,,,0
4940,564Y2IOV,Hayden Neloms,MG Advanced,Y-corporation,Lost,2017-07-19,2017-07-29,0.0,10 days 00:00:00
4941,W7VULS00,Hayden Neloms,GTX Plus Basic,Sunnamplex,Won,2017-07-19,2017-09-30,1170.0,73 days 00:00:00
4942,PLW3NMLJ,Hayden Neloms,MG Advanced,Faxquote,Won,2017-07-19,2017-07-28,2718.0,9 days 00:00:00
4943,MMVGTXDB,James Ascencio,MG Special,Plusstrip,Lost,2017-07-19,2017-08-30,0.0,42 days 00:00:00
4944,PQOHTS9I,Jonathan Berthelot,GTXPro,Inity,Engaging,2017-07-19,,,0
4945,6UCZ36IC,Kami Bicknell,GTX Basic,Kan-code,Lost,2017-07-19,2017-11-04,0.0,108 days 00:00:00
4946,4IC989F8,Kary Hendrixson,GTX Basic,Green-Plus,Lost,2017-07-19,2017-07-30,0.0,11 days 00:00:00
4947,Y5FM7TJT,Kary Hendrixson,MG Special,Plexzap,Lost,2017-07-19,2017-07-21,0.0,2 days 00:00:00
4948,OB3K0SVW,Kary Hendrixson,GTX Basic,Goodsilron,Won,2017-07-19,2017-08-08,624.0,20 days 00:00:00
4949,LORMJLTE,Lajuana Vencill,GTX Plus Basic,Konmatfix,Engaging,2017-07-19,,,0
4950,HIVUC1C4,Lajuana Vencill,MG Special,,Engaging,2017-07-19,,,0
4951,WWOCI25Z,Lajuana Vencill,GTX Plus Pro,Isdom,Lost,2017-07-19,2017-07-30,0.0,11 days 00:00:00
